Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
	chr1	112956414	chr1	112982764	112983731	0.984016	NR4A3,(0.974025974025974),TEAD1,(0.966033966033966),ESRRA,(0.948051948051948),ESRRG,(0.946053946053946),ESRRB,(0.938061938061938),NR5A1,(0.934065934065934),NR4A1,(0.824175824175824),
	chr1	112956414	chr1	112992505	112993467	0.968032	TCF7L2,(0.985014985014985),ZKSCAN3,(0.979020979020979),JUN,(0.97002997002997),ZKSCAN4,(0.918081918081918),RORA,(0.908091908091908),NR2E1,(0.886113886113886),
	chr1	112956414	chr1	112995622	112996555	0.974026	RARA,(0.993006993006993),BACH2,(0.992007992007992),NR4A3,(0.992007992007992),BACH1,(0.991008991008991),JUN,(0.985014985014985),FOSL1,(0.883116883116883),HIC1,(0.873126873126873),SMARCC1,(0.865134865134865),
	chr1	112956414	chr1	113000316	113001259	0.959041	TP73,(1),SNAI2,(0.999000999000999),MITF,(0.99000999000999),ZNF219,(0.84015984015984),
	chr1	112956414	chr1	113026712	113027651	0.979021	NR5A2,(1),NR1I2,(1),NR2F6,(1),RXRB,(0.996003996003996),NR2F2,(0.994005994005994),TCF7L2,(0.99000999000999),ESRRG,(0.989010989010989),RXRA,(0.975024975024975),PPARD,(0.971028971028971),NR1I3,(0.969030969030969),RORB,(0.947052947052947),PPARA,(0.883116883116883),NR2F1,(0.828171828171828),
	chr13	45418455	chr13	45414200	45415257	0.989011	NR2E1,(0.995004995004995),MEIS1,(0.977022977022977),TEAD1,(0.976023976023976),HES1,(0.936063936063936),SNAI2,(0.919080919080919),NR2C1,(0.886113886113886),
	chr13	45418455	chr13	45433043	45433999	0.981019	RORC,(1),NR3C1,(0.999000999000999),NR4A2,(0.998001998001998),RXRA,(0.995004995004995),RXRG,(0.918081918081918),PGR,(0.86013986013986),NR2F6,(0.831168831168831),
	chr9	37904353	chr9	37574522	37575440	0.964036	BACH1,(0.963036963036963),SMARCC1,(0.898101898101898),JUNB,(0.891108891108891),FOSL2,(0.835164835164835),FOSB,(0.829170829170829),
	chr9	37904353	chr9	38042202	38043134	0.958042	ZKSCAN3,(1),TFCP2,(1),ZIC1,(0.999000999000999),ZKSCAN4,(0.998001998001998),RARA,(0.995004995004995),NR2F2,(0.994005994005994),NR4A2,(0.99000999000999),ATOH1,(0.987012987012987),GLIS1,(0.942057942057942),ZIC3,(0.894105894105894),HLTF,(0.818181818181818),
	chr12	46269043	chr12	46268635	46269661	0.998002	TFEB,(0.994005994005994),MITF,(0.988011988011988),TEAD1,(0.987012987012987),PPARA,(0.972027972027972),MYOD1,(0.926073926073926),
	chr12	46269043	chr12	46396608	46397545	0.992008	TP73,(1),NR1I3,(0.993006993006993),NR3C1,(0.862137862137862),
	chr12	46269043	chr12	46467817	46468801	0.992008	PPARA,(0.981018981018981),NR1H2,(0.974025974025974),NR4A3,(0.902097902097902),
	chr12	46825997	chr12	46268635	46269661	0.971029	TFEB,(0.994005994005994),MITF,(0.988011988011988),TEAD1,(0.987012987012987),PPARA,(0.972027972027972),MYOD1,(0.926073926073926),
	chr12	46825997	chr12	46396608	46397545	0.95005	TP73,(1),NR1I3,(0.993006993006993),NR3C1,(0.862137862137862),
	chr16	58684770	chr16	58732521	58733646	0.975025	ESRRG,(0.989010989010989),RORC,(0.985014985014985),ESRRA,(0.983016983016983),ESR1,(0.982017982017982),ESR2,(0.972027972027972),NR4A3,(0.971028971028971),SMARCC1,(0.97002997002997),BACH1,(0.968031968031968),KLF3,(0.961038961038961),NR3C1,(0.952047952047952),NR4A1,(0.942057942057942),JUNB,(0.937062937062937),FOSL2,(0.826173826173826),ZIC3,(0.816183816183816),
	chr1	205813198	chr1	205914570	205915414	0.971029	PPARA,(1),ZNF219,(0.998001998001998),MYC,(0.997002997002997),ATOH1,(0.996003996003996),ESR1,(0.98001998001998),PPARD,(0.977022977022977),MITF,(0.974025974025974),TEAD1,(0.967032967032967),MAF,(0.83016983016983),ESR2,(0.822177822177822),
	chr1	205813198	chr1	205918697	205919653	0.98002	NR1H2,(0.935064935064935),ATF3,(0.921078921078921),NR6A1,(0.868131868131868),
	chr1	205813198	chr1	205976668	205977806	0.991009	NR2E1,(0.999000999000999),FOSL1,(0.996003996003996),BACH2,(0.995004995004995),ZKSCAN4,(0.993006993006993),SMARCC1,(0.992007992007992),SNAI2,(0.986013986013986),TEAD1,(0.982017982017982),TFEB,(0.98001998001998),RORA,(0.98001998001998),JDP2,(0.976023976023976),HEY1,(0.975024975024975),NR1I3,(0.975024975024975),MXI1,(0.972027972027972),MYC,(0.97002997002997),CREB3L2,(0.97002997002997),MYOD1,(0.961038961038961),JUN,(0.956043956043956),GCM1,(0.954045954045954),NR3C1,(0.945054945054945),MYCN,(0.943056943056943),FOSL2,(0.917082917082917),NR2C1,(0.907092907092907),MYF5,(0.87012987012987),ATF3,(0.81018981018981),
	chr2	102619552	chr2	102770219	102771779	0.972028	NR4A2,(0.952047952047952),HNF4G,(0.941058941058941),NR3C1,(0.93006993006993),NR4A3,(0.901098901098901),ATOH1,(0.889110889110889),RARB,(0.85014985014985),ESRRB,(0.831168831168831),
	chr6	70667882	chr6	70684584	70685523	0.969031	ZKSCAN4,(0.995004995004995),ZKSCAN3,(0.995004995004995),KLF3,(0.992007992007992),RARB,(0.924075924075924),NR1I2,(0.854145854145854),
	chr1	34859749	chr1	34865910	34866880	0.975025	ESR2,(0.996003996003996),NR2E1,(0.993006993006993),NR4A1,(0.993006993006993),ESRRB,(0.986013986013986),MAF,(0.979020979020979),NR3C1,(0.975024975024975),ESRRA,(0.962037962037962),ESRRG,(0.96003996003996),HES1,(0.951048951048951),ZNF219,(0.915084915084915),HNF4G,(0.911088911088911),ESR1,(0.907092907092907),ZNF691,(0.814185814185814),
	chr16	11668454	chr16	11673012	11673971	0.996004	RARA,(0.981018981018981),ESR2,(0.961038961038961),RORA,(0.956043956043956),KLF3,(0.944055944055944),RORC,(0.944055944055944),ESR1,(0.936063936063936),PPARD,(0.929070929070929),ZIC3,(0.851148851148851),SNAI2,(0.801198801198801),
	chr16	11668454	chr16	11675297	11676231	0.988012	SMARCC1,(1),FOSL2,(0.999000999000999),JUN,(0.993006993006993),BACH1,(0.989010989010989),NR4A2,(0.988011988011988),FOSL1,(0.979020979020979),JDP2,(0.97002997002997),NR4A3,(0.959040959040959),RXRG,(0.937062937062937),RXRA,(0.936063936063936),BACH2,(0.935064935064935),NR4A1,(0.921078921078921),JUNB,(0.892107892107892),HLTF,(0.888111888111888),RXRB,(0.836163836163836),
	chr16	11668454	chr16	11706062	11707024	0.986014	MEIS2,(0.999000999000999),PPARG,(0.985014985014985),HLTF,(0.981018981018981),TEAD1,(0.973026973026973),RXRB,(0.961038961038961),BACH2,(0.958041958041958),HES1,(0.954045954045954),NR3C1,(0.948051948051948),ESRRG,(0.936063936063936),RXRA,(0.934065934065934),RORA,(0.923076923076923),NR4A1,(0.893106893106893),TGIF2,(0.882117882117882),PPARA,(0.877122877122877),NR4A3,(0.863136863136863),BACH1,(0.824175824175824),
	chr17	38351843	chr17	38255781	38256633	0.968032	MEIS1,(0.995004995004995),KLF3,(0.985014985014985),TEAD1,(0.982017982017982),NR2F2,(0.954045954045954),NR2C1,(0.938061938061938),SMARCC1,(0.929070929070929),DMBX1,(0.894105894105894),ESR1,(0.825174825174825),NR1I3,(0.825174825174825),
	chr17	38351843	chr17	38352843	38353759	0.986014	HES1,(1),MEIS1,(1),SNAI2,(0.998001998001998),MAF,(0.992007992007992),MYOD1,(0.977022977022977),
	chr17	38351843	chr17	38358641	38359598	0.967033	RORA,(1),PPARD,(1),RORC,(1),RXRA,(0.999000999000999),PPARA,(0.999000999000999),ATOH1,(0.999000999000999),TEAD1,(0.997002997002997),HNF4G,(0.996003996003996),NR2F6,(0.994005994005994),NR6A1,(0.98001998001998),RXRG,(0.958041958041958),NR1H2,(0.954045954045954),HIC1,(0.897102897102897),
	chr12	49367461	chr12	49108647	49109570	0.989011	NR4A2,(0.982017982017982),KLF3,(0.979020979020979),RORA,(0.979020979020979),NR4A3,(0.968031968031968),NR1I3,(0.959040959040959),NR2C1,(0.912087912087912),NR5A2,(0.904095904095904),NR4A1,(0.847152847152847),
	chr18	12658107	chr18	12656786	12657550	0.998002	HES1,(0.948051948051948),NR2C1,(0.895104895104895),NR2E1,(0.882117882117882),
	chr22	41833104	chr22	41891168	41892090	0.98002	NR4A2,(0.963036963036963),NR1I3,(0.944055944055944),NR4A3,(0.94005994005994),NR3C1,(0.938061938061938),NR1I2,(0.915084915084915),MEIS1,(0.887112887112887),
	chr22	41833104	chr22	41899834	41900734	0.971029	NR2F6,(0.996003996003996),MAF,(0.983016983016983),ZIC3,(0.972027972027972),HLTF,(0.972027972027972),RARA,(0.965034965034965),MXI1,(0.935064935064935),ZIC1,(0.916083916083916),MEIS1,(0.907092907092907),RXRA,(0.886113886113886),
	chr2	191014250	chr2	190881560	190882319	0.973027	NPAS2,(1),HEY1,(0.986013986013986),TFEB,(0.973026973026973),JUN,(0.97002997002997),BACH1,(0.962037962037962),NR4A2,(0.956043956043956),TP73,(0.947052947052947),TFCP2,(0.928071928071928),JUNB,(0.9000999000999),SMARCC1,(0.896103896103896),
	chr17	42388495	chr17	42409204	42410124	0.985015	JUNB,(0.99000999000999),BACH2,(0.989010989010989),FOS,(0.985014985014985),NR4A3,(0.981018981018981),JUN,(0.979020979020979),FOSL2,(0.972027972027972),JUND,(0.962037962037962),NR2F2,(0.96003996003996),NR1H3,(0.922077922077922),FOSL1,(0.92007992007992),NR4A1,(0.861138861138861),SMARCC1,(0.86013986013986),NR1H2,(0.86013986013986),FOSB,(0.848151848151848),ZNF219,(0.807192807192807),
	chr13	98577151	chr13	98503168	98504167	0.972028	MAF,(0.999000999000999),PPARA,(0.998001998001998),NR4A3,(0.996003996003996),NR2F6,(0.994005994005994),ESRRA,(0.989010989010989),ESRRG,(0.988011988011988),RORC,(0.987012987012987),PPARD,(0.985014985014985),RXRA,(0.983016983016983),NR4A2,(0.982017982017982),NR2C1,(0.975024975024975),ESRRB,(0.939060939060939),MYF5,(0.864135864135864),
	chr10	29736936	chr10	29784036	29785007	0.972028	NR2C1,(0.974025974025974),JUN,(0.965034965034965),FOSL1,(0.964035964035964),NR1I2,(0.956043956043956),FOSL2,(0.925074925074925),ZNF219,(0.908091908091908),KLF3,(0.893106893106893),SMARCC1,(0.868131868131868),JUNB,(0.82017982017982),
	chr10	121989162	chr10	121988222	121989232	0.959041	BACH1,(0.999000999000999),NR4A1,(0.998001998001998),MITF,(0.997002997002997),JDP2,(0.994005994005994),FOSL1,(0.994005994005994),ZNF219,(0.994005994005994),ESRRB,(0.994005994005994),TFEB,(0.992007992007992),RARB,(0.988011988011988),ESRRA,(0.983016983016983),TEAD1,(0.981018981018981),JUNB,(0.978021978021978),JUN,(0.961038961038961),BACH2,(0.951048951048951),SMARCC1,(0.948051948051948),USF1,(0.942057942057942),SNAI2,(0.93006993006993),PPARG,(0.921078921078921),NR1I3,(0.898101898101898),NR1I2,(0.885114885114885),MYOD1,(0.842157842157842),FOSL2,(0.823176823176823),JUND,(0.821178821178821),
	chr22	20016999	chr22	20021741	20022507	0.999001	ESRRB,(0.997002997002997),ESR1,(0.995004995004995),ESR2,(0.994005994005994),RXRA,(0.991008991008991),RXRG,(0.988011988011988),NR4A3,(0.974025974025974),NR5A1,(0.967032967032967),MITF,(0.956043956043956),ESRRA,(0.952047952047952),NR1H3,(0.937062937062937),ESRRG,(0.924075924075924),NR2F6,(0.915084915084915),NR2F2,(0.87012987012987),
	chr1	234479179	chr1	235069713	235070697	0.958042	NR1H4,(1),NR1I3,(0.997002997002997),NR2F2,(0.995004995004995),TCF7L2,(0.994005994005994),PPARG,(0.993006993006993),CREB3L2,(0.992007992007992),RORA,(0.973026973026973),MXI1,(0.967032967032967),HNF4A,(0.947052947052947),ESRRG,(0.93006993006993),ATOH1,(0.916083916083916),PGR,(0.909090909090909),NR1H3,(0.906093906093906),ESRRA,(0.863136863136863),RORC,(0.855144855144855),MYC,(0.835164835164835),NR1I2,(0.817182817182817),
	chr4	37891083	chr4	37628637	37629621	0.97003	FOSL1,(0.99000999000999),BACH2,(0.989010989010989),JUNB,(0.978021978021978),NR4A2,(0.977022977022977),FOSB,(0.971028971028971),JUN,(0.97002997002997),NR1I3,(0.968031968031968),NR4A1,(0.967032967032967),RARG,(0.966033966033966),TEAD1,(0.938061938061938),RORA,(0.937062937062937),FOSL2,(0.896103896103896),ESRRA,(0.875124875124875),RARB,(0.859140859140859),BACH1,(0.83016983016983),NR2E1,(0.825174825174825),
	chr4	6909443	chr4	6875145	6876100	0.958042	TCF7L2,(0.933066933066933),
	chr4	6909443	chr4	7002880	7003867	0.976024	ATOH1,(0.994005994005994),RHOXF1,(0.938061938061938),HES1,(0.937062937062937),NR2F6,(0.936063936063936),HNF4G,(0.905094905094905),RORA,(0.898101898101898),NR4A2,(0.813186813186813),
	chr10	112950246	chr10	113027831	113028830	0.972028	NR4A3,(1),NR2F1,(1),NR1H2,(0.999000999000999),NR2C1,(0.995004995004995),NR4A1,(0.993006993006993),RXRA,(0.993006993006993),HNF4G,(0.992007992007992),PPARD,(0.987012987012987),NR4A2,(0.987012987012987),TFCP2L1,(0.953046953046953),NR2E1,(0.949050949050949),HNF4A,(0.925074925074925),ZIC3,(0.883116883116883),
	chr12	109900273	chr12	109927794	109928760	0.974026	RARB,(0.996003996003996),NR1I3,(0.993006993006993),CREB3L1,(0.978021978021978),
	chr14	102362940	chr14	102442171	102443252	0.978022	MEIS1,(0.999000999000999),NR4A1,(0.999000999000999),RXRA,(0.999000999000999),NR2E1,(0.997002997002997),NR4A3,(0.995004995004995),PPARD,(0.993006993006993),NR2C1,(0.978021978021978),ESRRA,(0.976023976023976),RXRG,(0.973026973026973),ESRRG,(0.967032967032967),NR2F1,(0.964035964035964),NR4A2,(0.963036963036963),ZNF219,(0.961038961038961),HNF4G,(0.899100899100899),NR5A1,(0.878121878121878),
	chr3	196082090	chr3	196179321	196180318	0.967033	BACH1,(0.999000999000999),TCF7L2,(0.993006993006993),FOSL1,(0.992007992007992),JDP2,(0.991008991008991),JUN,(0.991008991008991),SMARCC1,(0.99000999000999),JUNB,(0.98001998001998),FOSL2,(0.978021978021978),ATOH1,(0.961038961038961),BACH2,(0.96003996003996),PPARA,(0.894105894105894),
	chr17	21214161	chr17	21021116	21022179	0.975025	ESRRB,(0.98001998001998),USF2,(0.966033966033966),NR2C1,(0.959040959040959),NR6A1,(0.816183816183816),
	chr17	21214161	chr17	21041661	21042464	0.951049	ESRRA,(0.927072927072927),NR1I3,(0.92007992007992),
	chr17	21214161	chr17	21165768	21166756	0.982018	RARA,(0.971028971028971),BACH1,(0.958041958041958),TEAD1,(0.955044955044955),RORA,(0.954045954045954),PPARD,(0.949050949050949),ESR2,(0.939060939060939),MEIS1,(0.935064935064935),NR1I3,(0.929070929070929),MAF,(0.92007992007992),RORB,(0.917082917082917),PPARA,(0.899100899100899),NR1I2,(0.887112887112887),MTF1,(0.862137862137862),
	chr2	102736934	chr2	102770219	102771779	0.961039	NR4A2,(0.952047952047952),HNF4G,(0.941058941058941),NR3C1,(0.93006993006993),NR4A3,(0.901098901098901),ATOH1,(0.889110889110889),RARB,(0.85014985014985),ESRRB,(0.831168831168831),
	chr5	151087685	chr5	151051501	151052436	0.961039	NPAS2,(0.999000999000999),TFCP2,(0.998001998001998),CREB3L2,(0.997002997002997),NR2F6,(0.984015984015984),RXRB,(0.977022977022977),ZNF784,(0.974025974025974),NR1I3,(0.974025974025974),MXI1,(0.971028971028971),HEY1,(0.969030969030969),ZIC3,(0.962037962037962),NR1I2,(0.957042957042957),RXRA,(0.953046953046953),HLTF,(0.952047952047952),RORA,(0.928071928071928),USF1,(0.909090909090909),ZIC1,(0.895104895104895),RORB,(0.891108891108891),GLIS1,(0.86013986013986),RORC,(0.833166833166833),
	chr5	151087685	chr5	151099793	151100751	0.979021	ESR1,(0.895104895104895),TP73,(0.873126873126873),PPARD,(0.816183816183816),
	chr5	151087685	chr5	151121542	151122498	0.954046	JUNB,(0.988011988011988),NR4A3,(0.974025974025974),MITF,(0.964035964035964),PPARD,(0.939060939060939),USF2,(0.936063936063936),HES1,(0.929070929070929),NR2F1,(0.9000999000999),JUN,(0.896103896103896),ZKSCAN4,(0.865134865134865),BACH2,(0.848151848151848),BACH1,(0.832167832167832),NFE2,(0.817182817182817),ZKSCAN3,(0.815184815184815),
	chr7	47582111	chr7	47314904	47315841	0.993007	HEY1,(0.979020979020979),TCF7L2,(0.952047952047952),HLTF,(0.928071928071928),
	chr7	47582111	chr7	47327673	47328675	0.982018	MEIS2,(0.997002997002997),KLF3,(0.995004995004995),PPARD,(0.956043956043956),NR2E1,(0.956043956043956),HES1,(0.948051948051948),TGIF2,(0.819180819180819),
	chr20	34704343	chr20	34627294	34628236	0.991009	NR4A2,(0.97002997002997),JDP2,(0.963036963036963),JUN,(0.961038961038961),MTF1,(0.936063936063936),NR4A3,(0.932067932067932),DMBX1,(0.828171828171828),
	chr3	42087199	chr3	42013200	42014121	0.996004	ZIC1,(0.878121878121878),
	chr3	42087199	chr3	42114947	42115875	0.998002	TCF7L2,(0.928071928071928),NR4A2,(0.926073926073926),HNF4G,(0.925074925074925),TEAD1,(0.915084915084915),PPARA,(0.912087912087912),RXRA,(0.891108891108891),PPARD,(0.871128871128871),
	chr3	42087199	chr3	42121908	42122870	0.967033	ESRRB,(0.999000999000999),ESRRA,(0.999000999000999),TFCP2L1,(0.999000999000999),NR2E1,(0.997002997002997),NR4A1,(0.997002997002997),ESRRG,(0.984015984015984),KLF3,(0.918081918081918),NR4A2,(0.859140859140859),TP73,(0.848151848151848),
	chr2	201451458	chr2	202377225	202378279	0.973027	ZNF219,(0.88011988011988),RARB,(0.876123876123876),
	chr17	56914049	chr17	56911982	56912899	0.994006	OSR1,(1),NR4A1,(1),RARA,(1),NR4A2,(1),ESRRG,(1),HNF4G,(0.997002997002997),NR4A3,(0.992007992007992),NR2F2,(0.992007992007992),HNF4A,(0.986013986013986),GLI1,(0.971028971028971),ESR1,(0.954045954045954),RORB,(0.951048951048951),NR6A1,(0.947052947052947),GLIS1,(0.931068931068931),
	chr17	56914049	chr17	57096463	57097267	0.988012	ESR2,(0.987012987012987),RXRA,(0.986013986013986),NR4A3,(0.964035964035964),NR4A2,(0.959040959040959),NR3C1,(0.954045954045954),PPARG,(0.95004995004995),SNAI2,(0.896103896103896),RORA,(0.896103896103896),NR2F6,(0.889110889110889),ESRRA,(0.839160839160839),
	chr2	63840968	chr2	63710408	63711341	0.982018	HES1,(0.959040959040959),BACH1,(0.953046953046953),JDP2,(0.947052947052947),PPARD,(0.89010989010989),
	chr2	63840968	chr2	63742995	63743924	0.989011	PPARD,(0.888111888111888),MYC,(0.831168831168831),MYF5,(0.811188811188811),
	chr2	63840968	chr2	63841402	63842089	0.997003	RARA,(0.97002997002997),ESR2,(0.911088911088911),
	chr9	35162008	chr9	34369838	34370953	0.981019	NR2F6,(0.981018981018981),ESR2,(0.979020979020979),KLF3,(0.975024975024975),NR4A2,(0.975024975024975),NR4A3,(0.946053946053946),NR2C1,(0.942057942057942),NR1I3,(0.931068931068931),RXRA,(0.915084915084915),NR1I2,(0.907092907092907),RXRB,(0.869130869130869),RXRG,(0.849150849150849),PPARD,(0.838161838161838),ZIC1,(0.805194805194805),
	chr9	35162008	chr9	35517298	35518309	0.966034	PPARG,(1),ESR2,(0.998001998001998),ESR1,(0.997002997002997),TCF7L2,(0.993006993006993),RHOXF1,(0.945054945054945),PPARD,(0.914085914085914),
	chr19	29213151	chr19	29708423	29709418	0.974026	ZIC1,(1),PPARD,(1),ESRRB,(1),NR4A1,(1),ESRRA,(1),NR2F1,(0.999000999000999),ESRRG,(0.999000999000999),TCF7L2,(0.998001998001998),NR3C1,(0.996003996003996),NR4A2,(0.996003996003996),HNF4G,(0.993006993006993),BACH2,(0.989010989010989),HNF4A,(0.989010989010989),KLF8,(0.987012987012987),ZIC3,(0.985014985014985),PPARA,(0.935064935064935),GLI1,(0.811188811188811),
	chr17	78840527	chr17	78734676	78735588	0.976024	ZNF784,(1),RXRA,(1),NR1H3,(0.999000999000999),RXRG,(0.999000999000999),NR4A2,(0.987012987012987),
	chr16	70801158	chr16	70493757	70494690	0.96004	NFE2,(1),MAF,(0.996003996003996),ZIC3,(0.994005994005994),BACH2,(0.985014985014985),TCF7L2,(0.98001998001998),NR4A2,(0.947052947052947),BACH1,(0.92007992007992),FOSL2,(0.84015984015984),MYF5,(0.802197802197802),
	chr6	43770208	chr6	43696286	43697152	0.995005	NR4A1,(0.983016983016983),HES1,(0.969030969030969),ESR1,(0.952047952047952),NR3C1,(0.951048951048951),ZNF784,(0.83016983016983),
	chr6	43770208	chr6	43698338	43699320	0.994006	ATOH1,(0.986013986013986),NR4A3,(0.971028971028971),HNF4G,(0.958041958041958),NR2F1,(0.93006993006993),KLF3,(0.89010989010989),NR4A2,(0.884115884115884),RARB,(0.849150849150849),
	chr6	43770208	chr6	43774612	43775464	0.988012	PPARG,(0.996003996003996),RARA,(0.968031968031968),TFCP2,(0.955044955044955),NR3C1,(0.942057942057942),RORA,(0.902097902097902),ESR2,(0.894105894105894),KLF3,(0.872127872127872),ZKSCAN4,(0.872127872127872),MTF1,(0.843156843156843),RXRA,(0.838161838161838),ZKSCAN3,(0.814185814185814),PPARD,(0.801198801198801),
	chr6	43770208	chr6	43786602	43788127	0.982018	HEY1,(1),NR1H4,(0.998001998001998),TFEB,(0.98001998001998),GLI1,(0.977022977022977),MXI1,(0.967032967032967),RORC,(0.962037962037962),MYC,(0.96003996003996),ZNF691,(0.953046953046953),PPARD,(0.951048951048951),ZNF784,(0.93006993006993),MEIS1,(0.878121878121878),
	chr6	43770208	chr6	43798557	43799502	0.956044	JDP2,(0.997002997002997),SMARCC1,(0.99000999000999),FOSL1,(0.982017982017982),RXRA,(0.979020979020979),BACH1,(0.97002997002997),TFEB,(0.968031968031968),TFCP2L1,(0.964035964035964),FOSB,(0.963036963036963),KLF3,(0.956043956043956),ZIC3,(0.952047952047952),FOS,(0.951048951048951),FOSL2,(0.939060939060939),ZIC1,(0.924075924075924),BACH2,(0.895104895104895),RARG,(0.888111888111888),HEY1,(0.883116883116883),JUN,(0.883116883116883),ESR1,(0.833166833166833),
	chr6	43770208	chr6	44002299	44003283	0.977023	HEY1,(1),FOSB,(1),ZIC3,(1),MYC,(0.999000999000999),FOSL1,(0.999000999000999),CREB3L2,(0.999000999000999),NPAS2,(0.996003996003996),TCF7L2,(0.996003996003996),MXI1,(0.993006993006993),SMARCC1,(0.978021978021978),GLI1,(0.932067932067932),USF1,(0.806193806193806),
	chr6	43770208	chr6	44004917	44005885	0.975025	ZIC3,(1),ESR1,(1),RARA,(0.999000999000999),ESR2,(0.999000999000999),NR4A3,(0.997002997002997),NR4A2,(0.995004995004995),ESRRA,(0.992007992007992),TEAD1,(0.982017982017982),ATOH1,(0.98001998001998),NR3C1,(0.977022977022977),NR4A1,(0.974025974025974),SNAI2,(0.969030969030969),ESRRB,(0.956043956043956),ESRRG,(0.939060939060939),GLIS1,(0.876123876123876),KLF3,(0.872127872127872),MTF1,(0.864135864135864),ZIC1,(0.831168831168831),
	chr6	117265557	chr6	117267834	117268798	0.978022	TFCP2,(0.997002997002997),NR2F6,(0.992007992007992),NR2E1,(0.975024975024975),RXRA,(0.927072927072927),NR4A2,(0.876123876123876),NR5A1,(0.857142857142857),NR5A2,(0.816183816183816),
	chr6	117265557	chr6	117328187	117329075	0.973027	RORC,(0.997002997002997),RXRA,(0.995004995004995),PPARD,(0.991008991008991),RORA,(0.986013986013986),RXRG,(0.972027972027972),NR4A2,(0.959040959040959),NR2E1,(0.936063936063936),
	chr2	202911673	chr2	202281154	202282136	0.977023	BACH2,(0.997002997002997),JUNB,(0.997002997002997),NR4A3,(0.997002997002997),JUN,(0.993006993006993),FOSB,(0.99000999000999),BACH1,(0.989010989010989),KLF3,(0.988011988011988),FOSL1,(0.986013986013986),JDP2,(0.984015984015984),SNAI2,(0.984015984015984),SMARCC1,(0.98001998001998),FOSL2,(0.954045954045954),NR6A1,(0.829170829170829),
	chr2	202911673	chr2	202377225	202378279	0.966034	ZNF219,(0.88011988011988),RARB,(0.876123876123876),
	chr7	158839244	chr7	158863470	158864428	0.971029	MEIS2,(0.995004995004995),KLF3,(0.994005994005994),NR1I2,(0.993006993006993),TEAD1,(0.992007992007992),BACH1,(0.986013986013986),NR2C1,(0.986013986013986),ATF3,(0.983016983016983),PPARD,(0.98001998001998),TGIF2,(0.97002997002997),NR3C1,(0.97002997002997),NR2E1,(0.926073926073926),
	chr9	126805005	chr9	126805590	126806468	0.978022	RXRG,(0.991008991008991),BACH1,(0.99000999000999),SMARCC1,(0.986013986013986),MEIS1,(0.983016983016983),MAF,(0.982017982017982),FOSL1,(0.962037962037962),RXRA,(0.946053946053946),NR2C1,(0.931068931068931),NR2F2,(0.928071928071928),FOSL2,(0.918081918081918),JUN,(0.902097902097902),JDP2,(0.885114885114885),TGIF2,(0.876123876123876),JUNB,(0.864135864135864),BACH2,(0.822177822177822),KLF3,(0.818181818181818),
	chr1	31296981	chr1	31361651	31362638	0.981019	NR2E1,(1),MYOD1,(0.994005994005994),TCF7L2,(0.991008991008991),RARB,(0.86013986013986),ATOH1,(0.85014985014985),
	chr5	81301582	chr5	81234876	81235885	0.978022	NPAS2,(0.999000999000999),CREB3L2,(0.993006993006993),TCF7L2,(0.987012987012987),MYC,(0.984015984015984),FOSL1,(0.983016983016983),SMARCC1,(0.981018981018981),MXI1,(0.97002997002997),PPARG,(0.966033966033966),ESR2,(0.963036963036963),MEIS1,(0.959040959040959),ESR1,(0.935064935064935),NR3C1,(0.933066933066933),ATOH1,(0.908091908091908),MYCN,(0.867132867132867),NR2C1,(0.822177822177822),
	chr2	144520119	chr2	144099643	144100607	0.951049	NPAS2,(0.998001998001998),NFE2,(0.982017982017982),BACH1,(0.982017982017982),ESRRB,(0.975024975024975),SMARCC1,(0.965034965034965),JDP2,(0.963036963036963),TEAD1,(0.947052947052947),KLF3,(0.939060939060939),CREB3L2,(0.897102897102897),JUN,(0.893106893106893),FOSB,(0.879120879120879),BACH2,(0.874125874125874),ESRRA,(0.856143856143856),FOSL2,(0.855144855144855),
	chr18	58862923	chr18	58998389	58999383	0.974026	ESR2,(0.998001998001998),NR4A3,(0.952047952047952),SMARCC1,(0.8001998001998),
	chr18	58862923	chr18	59054566	59055554	0.966034	RARA,(1),RXRG,(1),MAF,(0.999000999000999),NR2E1,(0.997002997002997),RXRA,(0.997002997002997),PPARD,(0.994005994005994),NR2F1,(0.99000999000999),NR3C1,(0.987012987012987),NR2F2,(0.983016983016983),RORA,(0.962037962037962),HNF4G,(0.96003996003996),RXRB,(0.95004995004995),RORB,(0.941058941058941),NR1H3,(0.835164835164835),PGR,(0.809190809190809),
