Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
TMEM11	chr17	21214161	chr17	21041661	21042464	0.819	
TMEM11	chr17	21214161	chr17	21165768	21166756	0.9111	RARA (0.85), TEAD1 (0.82), RORA (0.82), PPARD (0.80), 
TMEM164	chr0	110002634	chr0	109927293	109928176	0.9549	NR1H2 (0.89), 
TMEM164	chr0	110002634	chr0	109951774	109952731	0.9654	
TMEM164	chr0	110002634	chr0	110002255	110003224	0.9931	
TMEM164	chr0	110002634	chr0	110015310	110016401	0.8746	ESRRG (0.95), PPARD (0.93), TEAD1 (0.91), NR3C1 (0.89), NR4A1 (0.85), MTF1 (0.82), 
TMEM181	chr6	158536639	chr6	158043595	158044573	0.8339	ESR1 (0.96), ATOH1 (0.92), ATF3 (0.92), MEIS2 (0.89), BACH2 (0.89), FOSL1 (0.87), MXI1 (0.87), TGIF2 (0.86), JUNB (0.86), CREB3L2 (0.82), 
TMEM182	chr2	102736934	chr2	102770219	102771779	0.8542	
TNIP1	chr5	151087685	chr5	150640313	150641184	0.8683	ZNF691 (1.00), JUNB (1.00), NR1H4 (1.00), FOSB (0.98), FOSL1 (0.98), JUN (0.97), RARA (0.92), BACH2 (0.91), FOS (0.89), 
TNIP1	chr5	151087685	chr5	150644260	150645114	0.874	RARA (0.96), NR4A2 (0.89), ESRRG (0.87), ESRRB (0.87), NR4A3 (0.86), ESR2 (0.81), 
TNIP1	chr5	151087685	chr5	151051501	151052436	0.844	TFCP2 (0.97), CREB3L2 (0.93), RXRB (0.91), NR2F6 (0.89), MXI1 (0.89), NPAS2 (0.88), ZNF784 (0.88), ZIC3 (0.84), RXRA (0.81), HEY1 (0.80), 
TNIP1	chr5	151087685	chr5	151099793	151100751	0.921	
TNIP1	chr5	151087685	chr5	151121542	151122498	0.8146	MITF (0.86), NR4A3 (0.85), JUNB (0.84), 
TNS3	chr7	47582111	chr7	47314904	47315841	0.9365	HEY1 (0.82), TCF7L2 (0.81), 
TNS3	chr7	47582111	chr7	47327673	47328675	0.9212	KLF3 (0.94), MEIS2 (0.90), PPARD (0.84), HES1 (0.81), 
TOGARAM2	chr2	28981297	chr2	28677888	28678864	0.9895	RXRB (0.93), NR4A2 (0.90), CREB3L2 (0.85), HEY1 (0.84), NR2F2 (0.81), NR1I3 (0.81), BACH2 (0.80), 
TOMM70	chr3	100401089	chr3	100102472	100103420	0.8589	NR4A3 (0.85), ESRRG (0.81), NR3C1 (0.81), 
TOMM70	chr3	100401089	chr3	100103770	100104661	0.8302	TFCP2 (0.90), RARA (0.86), 
TP53INP2	chr20	34704343	chr20	34627294	34628236	0.9474	NR4A2 (0.84), JDP2 (0.81), JUN (0.81), 
TP53INP2	chr20	34704343	chr20	34907485	34908467	0.8577	FOSL1 (0.85), JUN (0.82), PPARG (0.82), 
TPT1-AS1	chr13	45341344	chr13	45414200	45415257	0.9137	NR2E1 (0.88), MEIS1 (0.83), TEAD1 (0.83), 
TPT1-AS1	chr13	45341344	chr13	45433043	45433999	0.8665	RORC (1.00), RXRA (0.99), NR4A2 (0.99), NR3C1 (0.98), 
TRAK1	chr3	42087199	chr3	42013200	42014121	0.9577	
TRAK1	chr3	42087199	chr3	42114947	42115875	0.9683	
TRAK1	chr3	42087199	chr3	42121908	42122870	0.8567	ESRRA (0.99), TFCP2L1 (0.98), ESRRB (0.98), NR4A1 (0.95), ESRRG (0.91), NR2E1 (0.89), 
TRAP1	chr16	3717524	chr16	3745705	3746694	0.8591	MYC (1.00), MYOD1 (1.00), ESR1 (0.99), NR4A3 (0.96), ESR2 (0.96), RARA (0.96), FOSL1 (0.95), FOSB (0.94), MXI1 (0.94), ZNF691 (0.94), NR2E1 (0.93), MYF5 (0.91), CREB3L2 (0.88), TEAD1 (0.86), PGR (0.85), ZIC1 (0.83), MITF (0.82), TFCP2 (0.81), BACH2 (0.81), 
TRAP1	chr16	3717524	chr16	4113205	4114122	0.8688	NR2F1 (0.87), MAF (0.86), ESR2 (0.84), 
TRIM25	chr17	56914049	chr17	56911982	56912899	0.923	OSR1 (0.99), RARA (0.99), NR4A1 (0.99), ESRRG (0.98), NR4A2 (0.98), HNF4G (0.95), NR4A3 (0.93), HNF4A (0.88), NR2F2 (0.84), GLIS1 (0.82), NR6A1 (0.81), ESR1 (0.80), 
TRIM25	chr17	56914049	chr17	57096463	57097267	0.9189	ESR2 (0.90), RXRA (0.89), NR4A3 (0.85), NR3C1 (0.83), NR4A2 (0.82), 
TRIM55	chr8	66127128	chr8	65786443	65787364	0.8777	
TSC22D3	chr0	107775988	chr0	107746379	107748216	0.8374	
TTC28	chr22	28679865	chr22	28977240	28978188	0.8534	NR5A2 (1.00), PPARG (1.00), NR1I2 (1.00), NR2F2 (1.00), NR1I3 (1.00), PPARA (1.00), PPARD (0.92), 
TTC38	chr22	46268007	chr22	46027043	46028011	0.8874	NR2F6 (0.84), 
UBE2G1	chr17	4366674	chr17	4609596	4610453	0.9061	CREB3L1 (0.97), 
UGP2	chr2	63840968	chr2	63710408	63711341	0.9193	BACH1 (0.84), HES1 (0.81), 
UGP2	chr2	63840968	chr2	63742995	63743924	0.9227	
UGP2	chr2	63840968	chr2	63841402	63842089	0.9465	RARA (0.82), 
UNC13B	chr9	35162008	chr9	35517298	35518309	0.8712	ESR2 (0.97), ESR1 (0.94), TCF7L2 (0.93), PPARG (0.89), RHOXF1 (0.81), 
UQCR11	chr19	1605462	chr19	1387849	1388687	0.8561	ESRRG (0.81), 
UQCRFS1	chr19	29213151	chr19	29708423	29709418	0.8459	ZIC1 (1.00), PPARD (1.00), ESRRG (1.00), NR4A1 (1.00), ESRRB (1.00), TCF7L2 (1.00), NR2F1 (0.99), NR4A2 (0.98), NR3C1 (0.97), ESRRA (0.97), BACH2 (0.95), HNF4G (0.95), KLF8 (0.94), HNF4A (0.91), ZIC3 (0.88), 
USP36	chr17	78840527	chr17	78734676	78735588	0.8476	ZNF784 (1.00), RXRA (1.00), NR1H3 (0.99), RXRG (0.96), NR4A2 (0.93), 
VAC14	chr16	70801158	chr16	70493757	70494690	0.8411	NFE2 (1.00), MAF (0.97), ZIC3 (0.95), TCF7L2 (0.91), BACH2 (0.87), NR4A2 (0.85), BACH1 (0.83), 
VEGFA	chr6	43770208	chr6	43696286	43697152	0.9356	NR4A1 (0.89), HES1 (0.84), NR3C1 (0.82), ESR1 (0.81), 
VEGFA	chr6	43770208	chr6	43698338	43699320	0.9436	ATOH1 (0.89), HNF4G (0.85), NR4A3 (0.84), 
VEGFA	chr6	43770208	chr6	43774612	43775464	0.9103	PPARG (0.84), RARA (0.82), TFCP2 (0.81), 
VEGFA	chr6	43770208	chr6	43786602	43788127	0.8801	HEY1 (0.98), NR1H4 (0.89), MXI1 (0.87), TFEB (0.87), RORC (0.86), PPARD (0.84), 
VEGFA	chr6	43770208	chr6	43798557	43799502	0.8032	JDP2 (0.93), SMARCC1 (0.92), RXRA (0.89), BACH1 (0.83), KLF3 (0.83), TFEB (0.82), TFCP2L1 (0.82), FOSB (0.81), FOSL1 (0.81), ZIC1 (0.80), 
VEGFA	chr6	43770208	chr6	44002299	44003283	0.874	HEY1 (0.99), ZIC3 (0.99), TCF7L2 (0.99), FOSB (0.98), MXI1 (0.97), FOSL1 (0.97), MYC (0.96), CREB3L2 (0.94), SMARCC1 (0.92), 
VEGFA	chr6	43770208	chr6	44004917	44005885	0.8819	ESR2 (0.98), RARA (0.98), ZIC3 (0.98), NR4A3 (0.97), ESR1 (0.96), NR4A2 (0.93), TEAD1 (0.91), ESRRA (0.91), ATOH1 (0.87), NR3C1 (0.86), ESRRB (0.86), NR4A1 (0.85), 
VGLL2	chr6	117265557	chr6	117267834	117268798	0.8779	TFCP2 (0.95), NR2F6 (0.95), RXRA (0.81), 
VGLL2	chr6	117265557	chr6	117328187	117329075	0.8959	RXRA (0.95), RORC (0.95), PPARD (0.94), RORA (0.90), RXRG (0.83), NR4A2 (0.83), 
WDR60	chr7	158839244	chr7	158863470	158864428	0.8613	BACH1 (0.96), TEAD1 (0.91), NR2C1 (0.91), KLF3 (0.90), NR1I2 (0.88), PPARD (0.88), MEIS2 (0.86), ATF3 (0.86), NR3C1 (0.83), 
WDR82	chr3	52278649	chr3	51967070	51968044	0.9111	
WDR82	chr3	52278649	chr3	51968089	51968735	0.8303	ZIC3 (0.99), KLF3 (0.98), NR4A3 (0.96), PPARG (0.94), ESR2 (0.92), MTF1 (0.87), NR2E1 (0.86), 
WWTR1	chr3	149724788	chr3	149299876	149300892	0.8419	NR4A2 (0.99), SMARCC1 (0.99), PPARD (0.98), BACH1 (0.98), RXRA (0.98), TP73 (0.98), MEIS1 (0.98), FOSL2 (0.97), JUN (0.97), FOSB (0.96), BACH2 (0.96), JUNB (0.96), MTF1 (0.96), NR2F6 (0.93), NR2F1 (0.89), JDP2 (0.86), MITF (0.85), 
ZBTB43	chr9	126805005	chr9	126805590	126806468	0.8847	RXRG (0.90), MAF (0.89), BACH1 (0.89), MEIS1 (0.86), SMARCC1 (0.84), RXRA (0.81), 
ZCCHC17	chr1	31296981	chr1	31361651	31362638	0.874	NR2E1 (0.93), TCF7L2 (0.92), MYOD1 (0.89), 
ZCCHC9	chr5	81301582	chr5	81234876	81235885	0.9415	TCF7L2 (0.90), CREB3L2 (0.89), MXI1 (0.89), NPAS2 (0.88), MYC (0.87), SMARCC1 (0.87), ESR2 (0.82), FOSL1 (0.81), NR3C1 (0.80), 
ZEB2	chr2	144520119	chr2	144099643	144100607	0.8549	NFE2 (0.92), NPAS2 (0.91), ESRRB (0.89), BACH1 (0.88), TEAD1 (0.81), JDP2 (0.80), 
ZNF44	chr19	12294899	chr19	12788275	12789092	0.8828	RARA (0.96), ESR2 (0.92), PPARA (0.86), PPARG (0.86), 
ZNF532	chr18	58862923	chr18	58998389	58999383	0.8597	ESR2 (0.98), NR4A3 (0.81), 
ZNF532	chr18	58862923	chr18	59054566	59055554	0.8542	RXRA (0.99), RARA (0.98), MAF (0.98), RXRG (0.98), PPARD (0.96), NR3C1 (0.92), NR2F1 (0.91), NR2E1 (0.87), RXRB (0.87), HNF4G (0.83), RORA (0.81), 
ZNF618	chr9	113876281	chr9	113488202	113489115	0.8696	RORC (1.00), NR4A1 (1.00), MYC (1.00), FOSB (0.99), BACH1 (0.99), TCF7L2 (0.98), ESR1 (0.98), NPAS2 (0.98), NR1I2 (0.97), FOSL1 (0.97), PPARD (0.96), NR4A3 (0.95), BACH2 (0.91), PPARG (0.89), JUNB (0.88), NR1I3 (0.88), FOSL2 (0.88), MXI1 (0.86), CREB3L2 (0.85), ESRRA (0.84), SMARCC1 (0.83), 
ZNF7	chr8	144827517	chr8	144509404	144510313	0.8142	
